Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000007287,5/1/2020 2:51,Jeanette Barajas,"Chicken', 'Deodorant'",6,62.4,Credit Card,Chicago,Pharmacy,TRUE,Student,Summer,Discount on Selected Items
1000007288,5/6/2020 11:13,Carlos Farrell,"Toothbrush', 'Tomatoes', 'Mayonnaise', 'Shower Gel', 'Ketchup'",5,45.98,Credit Card,Seattle,Pharmacy,FALSE,Senior Citizen,Spring,None
1000007289,8/31/2022 13:23,Madeline Chang,"Shaving Cream', 'Toothpaste', 'Rice', 'Extension Cords'",8,60.35,Cash,Houston,Department Store,FALSE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000007290,6/17/2021 12:52,Kimberly Sanders,"Shaving Cream', 'Shampoo'",10,97.46,Cash,Chicago,Convenience Store,FALSE,Professional,Summer,Discount on Selected Items
1000007291,8/19/2020 8:40,Michael Rodriguez,"Mustard', 'Cleaning Rags', 'Syrup'",4,61.43,Cash,Miami,Supermarket,TRUE,Young Adult,Summer,None
1000007292,2/22/2022 3:55,Jonathan Patton,"BBQ Sauce', 'Salmon', 'Cleaning Spray', 'Water', 'Shampoo'",4,27.67,Debit Card,Houston,Specialty Store,FALSE,Professional,Winter,Discount on Selected Items
1000007293,10/28/2021 19:10,Jennifer Hawkins,Honey',9,42.45,Debit Card,San Francisco,Warehouse Club,TRUE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000007294,1/25/2021 0:30,Ronnie Harrison,"Tomatoes', 'Mustard', 'Butter', 'Lawn Mower'",7,51.36,Credit Card,Miami,Warehouse Club,FALSE,Homemaker,Fall,BOGO (Buy One Get One)
1000007295,4/14/2021 22:31,David Avery,"Toothpaste', 'Lawn Mower', 'Peanut Butter', 'Insect Repellent', 'Chicken'",5,50.52,Mobile Payment,Dallas,Warehouse Club,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000007296,8/28/2022 14:48,Sarah Dixon,Potatoes',3,7.26,Mobile Payment,Chicago,Supermarket,TRUE,Middle-Aged,Winter,Discount on Selected Items
1000007297,4/29/2022 8:39,Kevin Tucker,"Chicken', 'Plant Fertilizer', 'Syrup'",4,18.51,Mobile Payment,Boston,Warehouse Club,TRUE,Student,Summer,Discount on Selected Items
1000007298,2/12/2021 10:38,Mark Spencer,"Honey', 'Broom', 'Banana'",6,93.02,Debit Card,Houston,Specialty Store,TRUE,Teenager,Fall,BOGO (Buy One Get One)
1000007299,9/14/2023 3:30,Robert Turner,"Dustpan', 'Banana', 'Plant Fertilizer', 'Tea'",3,38.62,Mobile Payment,Atlanta,Department Store,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000007300,7/22/2020 9:01,Glen Scott,"Cleaning Rags', 'Cereal Bars', 'Vinegar', 'Orange'",2,56.98,Debit Card,Chicago,Specialty Store,FALSE,Retiree,Spring,None
1000007301,11/10/2022 12:10,Brian Thornton,Diapers',2,8.34,Debit Card,Seattle,Convenience Store,TRUE,Teenager,Summer,BOGO (Buy One Get One)
1000007302,12/4/2021 22:53,Perry Phillips,"Mustard', 'Rice', 'Lawn Mower', 'Tea', 'Water'",7,97.54,Mobile Payment,Miami,Specialty Store,TRUE,Senior Citizen,Spring,Discount on Selected Items
1000007303,6/17/2023 0:17,Taylor Cook,"Pancake Mix', 'Ice Cream', 'Mustard', 'Jam', 'Salmon'",3,57.46,Cash,Miami,Supermarket,TRUE,Retiree,Winter,Discount on Selected Items
1000007304,6/13/2020 10:44,Kyle Hayes,Cleaning Rags',4,54.18,Mobile Payment,New York,Pharmacy,TRUE,Professional,Spring,None
1000007305,11/20/2020 0:41,Lisa Palmer,Light Bulbs',2,71.66,Credit Card,Chicago,Convenience Store,TRUE,Homemaker,Spring,Discount on Selected Items
1000007306,7/14/2021 8:51,Rebecca Willis,"Sponges', 'Milk', 'Pancake Mix', 'Butter'",2,85.62,Debit Card,Chicago,Warehouse Club,TRUE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000007307,1/16/2021 4:26,Brandy Williams,Mustard',1,90.79,Credit Card,Boston,Department Store,TRUE,Student,Fall,None
1000007308,8/2/2020 3:03,Alexis Harris,Plant Fertilizer',2,58.28,Credit Card,Houston,Department Store,FALSE,Middle-Aged,Winter,Discount on Selected Items
1000007309,6/7/2022 4:36,Laurie Rodriguez,"Ice Cream', 'Plant Fertilizer', 'Tissues', 'Jam'",3,26.83,Mobile Payment,New York,Pharmacy,TRUE,Teenager,Spring,None
1000007310,7/3/2022 17:47,Christopher Trevino,"Tuna', 'Tomatoes'",8,6.61,Credit Card,Boston,Specialty Store,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000007311,5/13/2023 8:40,Robert Walters,"Milk', 'Razors', 'Toilet Paper', 'Shampoo'",4,12.28,Debit Card,Atlanta,Convenience Store,TRUE,Senior Citizen,Summer,Discount on Selected Items
1000007312,5/8/2021 0:19,Erica Glenn,"Light Bulbs', 'Rice', 'Beef'",7,34.92,Credit Card,Los Angeles,Convenience Store,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000007313,7/18/2021 3:48,Alec Aguilar,"Rice', 'Bath Towels', 'Toothpaste', 'Salmon', 'Salmon'",3,85.26,Credit Card,Atlanta,Department Store,FALSE,Student,Winter,Discount on Selected Items
1000007314,7/16/2023 2:59,Jaime Campbell,"Pancake Mix', 'Banana', 'Soap', 'Air Freshener', 'Pickles'",9,84.45,Credit Card,Chicago,Department Store,TRUE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000007315,3/21/2021 7:52,Angela Lewis,Extension Cords',6,17.36,Mobile Payment,Dallas,Convenience Store,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000007316,11/16/2021 13:35,Christopher Riley,"Deodorant', 'Chicken', 'Trash Cans', 'Soda', 'Shrimp'",4,79.54,Debit Card,New York,Pharmacy,FALSE,Teenager,Spring,Discount on Selected Items
1000007317,1/27/2021 11:06,Jay Newman,"Pasta', 'Plant Fertilizer', 'Bread', 'Salmon', 'Diapers'",7,60.1,Mobile Payment,Chicago,Warehouse Club,FALSE,Homemaker,Fall,None
1000007318,5/31/2022 15:46,David Huffman,"Vinegar', 'Light Bulbs', 'Iron', 'Insect Repellent'",9,6.32,Cash,Dallas,Supermarket,TRUE,Professional,Fall,BOGO (Buy One Get One)
1000007319,5/15/2021 12:02,Jacob Jones,Honey',3,96.26,Mobile Payment,Boston,Warehouse Club,FALSE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000007320,5/31/2022 22:53,Michael Faulkner II,"Lawn Mower', 'Laundry Detergent', 'Apple', 'Lawn Mower', 'Honey'",9,62.65,Cash,Houston,Convenience Store,FALSE,Student,Fall,BOGO (Buy One Get One)
1000007321,10/29/2022 18:38,William Flores,"Diapers', 'Carrots', 'Potatoes'",2,27.24,Credit Card,Chicago,Supermarket,TRUE,Teenager,Winter,BOGO (Buy One Get One)
1000007322,6/17/2023 20:50,Elizabeth Martinez,"Mustard', 'Broom'",9,13.49,Cash,Dallas,Department Store,FALSE,Retiree,Winter,None
1000007323,12/8/2022 5:39,Lisa Alvarez,"Diapers', 'Laundry Detergent', 'Mustard', 'Cleaning Rags', 'Extension Cords'",6,6.64,Credit Card,New York,Specialty Store,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000007324,12/8/2021 18:05,Stephanie Lee,"Hair Gel', 'Diapers', 'Insect Repellent', 'Baby Wipes', 'Shaving Cream'",1,48.42,Debit Card,New York,Convenience Store,FALSE,Homemaker,Winter,None
1000007325,7/18/2020 6:40,Phillip Vasquez,Coffee',7,70.45,Credit Card,Houston,Pharmacy,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000007326,11/1/2021 19:07,Tracy Harris,"Mop', 'Peanut Butter', 'Jam', 'Tissues'",1,66.19,Debit Card,Miami,Specialty Store,TRUE,Professional,Winter,BOGO (Buy One Get One)
1000007327,7/10/2022 19:52,Rebecca Hinton,"Salmon', 'Milk', 'Pancake Mix'",7,15.11,Credit Card,Chicago,Supermarket,TRUE,Middle-Aged,Summer,None
1000007328,12/20/2020 6:55,Michelle Quinn,"Dish Soap', 'Eggs', 'Hand Sanitizer'",4,89.78,Mobile Payment,Miami,Supermarket,TRUE,Teenager,Spring,Discount on Selected Items
1000007329,6/24/2021 13:00,Andrew Rodriguez,"Coffee', 'BBQ Sauce'",7,12.7,Mobile Payment,Boston,Convenience Store,FALSE,Professional,Fall,Discount on Selected Items
1000007330,2/5/2020 9:03,Michael Dickson,"Tissues', 'Plant Fertilizer'",4,90.83,Credit Card,Miami,Warehouse Club,FALSE,Young Adult,Spring,BOGO (Buy One Get One)
1000007331,10/29/2021 20:59,Jessica Beard,"Hand Sanitizer', 'Cleaning Spray', 'Tissues', 'Deodorant'",6,56.68,Cash,San Francisco,Warehouse Club,TRUE,Young Adult,Fall,BOGO (Buy One Get One)
1000007332,4/18/2020 7:00,Matthew Roberts,"Shampoo', 'Ketchup', 'Canned Soup', 'Toothbrush'",1,64.27,Credit Card,Chicago,Convenience Store,TRUE,Retiree,Summer,BOGO (Buy One Get One)
1000007333,4/5/2020 7:46,Mr. Ricky Jensen,"Salmon', 'Power Strips', 'BBQ Sauce', 'Broom'",2,12.56,Debit Card,Houston,Supermarket,TRUE,Retiree,Fall,Discount on Selected Items
1000007334,7/6/2022 13:18,Samuel Joseph,Hand Sanitizer',1,55.86,Debit Card,Seattle,Specialty Store,TRUE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000007335,8/3/2021 23:59,Manuel Morrison,"Toothbrush', 'Banana', 'Tissues'",10,44.39,Credit Card,Los Angeles,Warehouse Club,FALSE,Professional,Summer,None
1000007336,5/12/2022 10:21,Brandon Thomas,Jam',7,98.85,Mobile Payment,Chicago,Supermarket,FALSE,Student,Winter,None
1000007337,12/4/2020 18:47,Lisa Grimes,"Beef', 'Apple', 'Chicken', 'Yogurt'",7,27.55,Credit Card,Chicago,Supermarket,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000007338,12/24/2020 3:41,Shawn Castro,"Iron', 'BBQ Sauce', 'Deodorant'",6,23.63,Credit Card,New York,Convenience Store,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000007339,1/29/2021 17:21,Lawrence Garner,"Baby Wipes', 'Coffee', 'Diapers'",6,12.08,Cash,Los Angeles,Department Store,TRUE,Student,Fall,Discount on Selected Items
1000007340,7/16/2020 20:56,Victor Jones,Baby Wipes',10,44.86,Cash,Chicago,Warehouse Club,TRUE,Retiree,Winter,None
1000007341,11/24/2022 21:22,Kathleen Spencer,"Apple', 'Lawn Mower', 'Jam', 'Shampoo', 'Milk'",10,37.25,Credit Card,Dallas,Convenience Store,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000007342,10/30/2022 22:43,David Andrews,"Diapers', 'Feminine Hygiene Products', 'Yogurt', 'Diapers', 'Jam'",5,77.36,Debit Card,Atlanta,Specialty Store,TRUE,Young Adult,Fall,None
1000007343,7/19/2021 9:52,Allison Byrd,"Canned Soup', 'Vinegar', 'Baby Wipes'",2,90.71,Credit Card,Houston,Warehouse Club,TRUE,Professional,Summer,None
1000007344,12/13/2022 0:43,Eric Stone,"Iron', 'Honey', 'Milk'",2,28.5,Mobile Payment,Miami,Department Store,TRUE,Teenager,Spring,BOGO (Buy One Get One)
1000007345,2/27/2021 1:50,Stephanie Miller,"Shaving Cream', 'Vinegar', 'Feminine Hygiene Products'",2,27.6,Credit Card,New York,Supermarket,TRUE,Retiree,Summer,None
1000007346,6/15/2023 16:30,Ashley Murphy,"Shampoo', 'Air Freshener', 'Tea', 'Tuna', 'Cereal'",7,85.89,Cash,Atlanta,Warehouse Club,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000007347,12/26/2021 6:32,Roger Peters,"Salmon', 'Cleaning Rags', 'Mustard', 'Toothbrush', 'Insect Repellent'",1,60.99,Mobile Payment,Dallas,Warehouse Club,TRUE,Retiree,Fall,None
1000007348,7/19/2023 18:25,Kyle Fox,"Laundry Detergent', 'Cleaning Spray', 'Vinegar', 'Tea', 'Pickles'",9,75.99,Credit Card,Dallas,Specialty Store,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000007349,8/4/2022 14:50,Jennifer Daugherty,"Cereal', 'Garden Hose'",2,55.55,Cash,Atlanta,Supermarket,TRUE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000007350,3/17/2020 4:34,Michelle Spencer,"Pickles', 'Baby Wipes', 'Cereal', 'Garden Hose', 'Shrimp'",6,17.19,Credit Card,Atlanta,Warehouse Club,TRUE,Senior Citizen,Spring,None
1000007351,9/27/2022 10:12,Catherine Lowery,"Chicken', 'Onions', 'Air Freshener', 'Milk', 'Laundry Detergent'",3,47.74,Credit Card,Dallas,Department Store,TRUE,Homemaker,Spring,None
1000007352,5/5/2022 8:16,Adam Warner,"Carrots', 'Deodorant'",1,63.27,Credit Card,Boston,Supermarket,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000007353,6/8/2021 3:18,Ryan Butler,"Dishware', 'Shaving Cream', 'Tissues', 'Razors', 'Vacuum Cleaner'",6,98.42,Credit Card,San Francisco,Supermarket,FALSE,Middle-Aged,Spring,None
1000007354,4/10/2021 0:21,Thomas Daniels,Extension Cords',1,48.14,Cash,Seattle,Specialty Store,FALSE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000007355,1/19/2022 11:03,Guy Vazquez,"Carrots', 'Diapers', 'Paper Towels'",8,11.34,Cash,San Francisco,Warehouse Club,FALSE,Young Adult,Fall,None
1000007356,12/5/2020 10:23,Tina Douglas,"Chicken', 'Bath Towels', 'Toilet Paper', 'Dishware', 'Paper Towels'",1,5.72,Credit Card,Atlanta,Department Store,TRUE,Young Adult,Fall,Discount on Selected Items
1000007357,3/26/2022 15:23,Jessica Martinez,"Tea', 'Laundry Detergent'",5,20.87,Mobile Payment,Seattle,Specialty Store,TRUE,Young Adult,Spring,Discount on Selected Items
1000007358,1/18/2020 11:21,David Hernandez,"Laundry Detergent', 'Sponges', 'Cereal Bars', 'Chicken'",5,25.29,Cash,Boston,Supermarket,TRUE,Young Adult,Summer,None
1000007359,1/13/2021 2:06,Sandra Lee,"Toothpaste', 'Toothbrush'",5,53.86,Credit Card,Dallas,Specialty Store,TRUE,Student,Fall,Discount on Selected Items
1000007360,8/25/2020 7:50,Sara Watts,"Razors', 'Cheese', 'Milk', 'Syrup'",6,9.39,Credit Card,Los Angeles,Department Store,FALSE,Professional,Summer,None
1000007361,2/27/2022 13:15,Terry Buckley,Toilet Paper',8,32.56,Debit Card,Miami,Convenience Store,FALSE,Middle-Aged,Fall,None
1000007362,7/22/2021 17:34,Dominique Taylor,"Tomatoes', 'Peanut Butter'",7,47.94,Mobile Payment,Seattle,Pharmacy,FALSE,Senior Citizen,Fall,None
1000007363,2/25/2020 16:21,Miranda Clark,"Pickles', 'Coffee', 'Hair Gel', 'Insect Repellent'",9,69.95,Mobile Payment,Boston,Department Store,FALSE,Student,Spring,Discount on Selected Items
1000007364,3/12/2023 0:12,Maria Thompson,"Beef', 'Tomatoes', 'Soap', 'Shaving Cream'",5,57.42,Credit Card,Miami,Supermarket,FALSE,Retiree,Fall,Discount on Selected Items
1000007365,10/6/2021 4:33,Madison Meadows,Beef',3,53.73,Mobile Payment,New York,Supermarket,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000007366,12/20/2020 5:09,Rebecca Ochoa DVM,"Feminine Hygiene Products', 'Peanut Butter', 'Mop', 'Potatoes'",5,73.08,Debit Card,Seattle,Convenience Store,TRUE,Homemaker,Summer,BOGO (Buy One Get One)
1000007367,11/7/2020 11:21,Joshua Franklin,"Soda', 'Diapers', 'Tuna', 'Chips'",3,93.63,Credit Card,Houston,Specialty Store,TRUE,Middle-Aged,Fall,None
1000007368,5/22/2023 19:37,Sherry Knapp,"Shaving Cream', 'Shower Gel', 'Broom'",3,20.6,Debit Card,Seattle,Pharmacy,TRUE,Professional,Fall,BOGO (Buy One Get One)
1000007369,11/12/2020 23:30,Ryan Meyers,"Toothbrush', 'Light Bulbs'",9,10.16,Cash,Los Angeles,Pharmacy,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000007370,6/8/2021 4:55,Ashley Knight,"Garden Hose', 'Light Bulbs', 'Butter'",7,45.75,Cash,Houston,Convenience Store,TRUE,Homemaker,Winter,None
1000007371,9/7/2023 23:51,Robert Day,"Dustpan', 'Extension Cords', 'Lawn Mower', 'Cleaning Spray'",6,95.62,Cash,Miami,Department Store,FALSE,Middle-Aged,Fall,BOGO (Buy One Get One)
1000007372,7/15/2021 2:02,Melissa Jones,Garden Hose',7,81.81,Credit Card,New York,Supermarket,FALSE,Teenager,Fall,None
1000007373,5/5/2020 22:22,Rebecca Gilmore,"Razors', 'Soap', 'Pancake Mix'",6,25.39,Cash,Miami,Specialty Store,TRUE,Senior Citizen,Summer,Discount on Selected Items
1000007374,9/10/2021 3:15,Colleen Dawson,"Iron', 'Onions', 'Cereal Bars', 'Orange', 'Shrimp'",2,27.77,Mobile Payment,Los Angeles,Pharmacy,FALSE,Young Adult,Fall,None
1000007375,5/25/2021 19:35,Matthew Hinton,Water',7,45.01,Cash,Seattle,Supermarket,FALSE,Homemaker,Spring,Discount on Selected Items
1000007376,8/20/2021 16:26,Hannah Mullins,"Insect Repellent', 'Broom'",7,74.14,Debit Card,Miami,Specialty Store,TRUE,Teenager,Fall,BOGO (Buy One Get One)
1000007377,3/8/2023 18:47,Maureen Rivera,"Tuna', 'Insect Repellent', 'Water', 'Eggs', 'Extension Cords'",1,50.15,Credit Card,Los Angeles,Supermarket,FALSE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000007378,8/19/2020 1:11,Anthony Peterson,"Extension Cords', 'Cereal Bars', 'Diapers', 'Honey'",8,55.85,Debit Card,Seattle,Warehouse Club,TRUE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000007379,7/19/2023 8:02,Mrs. Emma Lewis,Shrimp',1,70.33,Mobile Payment,Dallas,Department Store,FALSE,Student,Winter,None
1000007380,10/30/2022 23:13,Tyler Patterson,Mayonnaise',5,97.93,Credit Card,Houston,Department Store,TRUE,Teenager,Fall,BOGO (Buy One Get One)
1000007381,3/24/2020 8:34,Emily Patterson,"Ironing Board', 'Laundry Detergent', 'Toothbrush', 'Ironing Board', 'Razors'",5,93.33,Credit Card,Los Angeles,Supermarket,FALSE,Senior Citizen,Summer,None
1000007382,4/18/2021 10:42,Stephanie Smith,"Salmon', 'Carrots', 'Spinach'",5,54.72,Credit Card,Miami,Specialty Store,TRUE,Professional,Summer,BOGO (Buy One Get One)
1000007383,1/7/2023 2:47,Nathan Johnson,"Cleaning Spray', 'Banana', 'Pasta'",4,48.47,Mobile Payment,Chicago,Department Store,TRUE,Middle-Aged,Fall,BOGO (Buy One Get One)
1000007384,4/12/2021 3:18,Nancy Francis,"Tomatoes', 'Diapers', 'Soda'",9,99.21,Credit Card,Boston,Specialty Store,FALSE,Senior Citizen,Winter,Discount on Selected Items
1000007385,6/25/2023 15:29,Randy Fox,"Power Strips', 'Paper Towels', 'Apple', 'Garden Hose', 'Laundry Detergent'",1,44.38,Mobile Payment,Atlanta,Pharmacy,TRUE,Middle-Aged,Winter,None
1000007386,3/16/2020 2:05,William Higgins,"Soda', 'Sponges', 'Dishware', 'Diapers', 'Water'",1,52.77,Mobile Payment,New York,Specialty Store,FALSE,Professional,Spring,BOGO (Buy One Get One)
1000007387,6/18/2021 13:02,Sara Anderson,Cereal Bars',7,10.04,Credit Card,Atlanta,Pharmacy,FALSE,Retiree,Winter,Discount on Selected Items
1000007388,11/15/2020 8:09,Mr. David Thomas,"Shampoo', 'Diapers', 'Toilet Paper'",7,46.36,Debit Card,Boston,Supermarket,FALSE,Professional,Spring,Discount on Selected Items
1000007389,7/7/2022 20:30,Sara Ingram,"Syrup', 'Coffee', 'Dustpan'",4,93.86,Debit Card,Boston,Department Store,TRUE,Retiree,Winter,Discount on Selected Items
1000007390,5/16/2023 23:40,Alexandra Shannon,"Chips', 'Ketchup', 'Mayonnaise'",6,18.19,Mobile Payment,Boston,Pharmacy,FALSE,Student,Spring,BOGO (Buy One Get One)
1000007391,6/25/2020 6:54,Tammy Ramos,"Sponges', 'Mayonnaise'",5,94.13,Debit Card,Miami,Department Store,FALSE,Senior Citizen,Fall,BOGO (Buy One Get One)
1000007392,7/1/2021 9:26,Kenneth Brown,"Insect Repellent', 'Cheese', 'Dustpan', 'Insect Repellent', 'Soda'",7,25.82,Credit Card,Houston,Specialty Store,TRUE,Middle-Aged,Spring,None
1000007393,12/24/2020 23:14,Patricia Meza,"Dustpan', 'Trash Bags'",7,54.04,Debit Card,Dallas,Department Store,TRUE,Teenager,Spring,None
1000007394,4/13/2023 21:11,Daniel Jones,"Ironing Board', 'Tissues'",6,95.64,Cash,Boston,Supermarket,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000007395,9/12/2021 4:39,Tara Lindsey,"Lawn Mower', 'Hand Sanitizer', 'Potatoes'",5,9.17,Credit Card,Chicago,Convenience Store,TRUE,Young Adult,Winter,Discount on Selected Items
1000007396,2/18/2023 5:18,Brandi Walton,"Onions', 'Trash Bags', 'Paper Towels'",6,91.44,Credit Card,Seattle,Convenience Store,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000007397,5/14/2023 16:34,Caroline Ferrell,"Bath Towels', 'Bath Towels', 'Bath Towels', 'Water'",3,42.88,Debit Card,San Francisco,Department Store,FALSE,Homemaker,Spring,None
1000007398,7/18/2020 23:30,Emily Morales,"Bread', 'Light Bulbs', 'Ice Cream', 'Power Strips'",4,95.13,Credit Card,Los Angeles,Convenience Store,TRUE,Professional,Fall,Discount on Selected Items
1000007399,5/12/2023 5:05,Kevin Wells,"Soap', 'Shaving Cream'",4,72.3,Credit Card,New York,Convenience Store,TRUE,Senior Citizen,Spring,None
1000007400,8/6/2021 14:48,Jon Hines,"Honey', 'Carrots', 'Chicken', 'Chips', 'Tomatoes'",10,11.16,Debit Card,Miami,Pharmacy,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000007401,3/30/2022 3:28,Jill Smith,"Dustpan', 'Iron'",10,98.46,Cash,San Francisco,Warehouse Club,FALSE,Young Adult,Fall,BOGO (Buy One Get One)
1000007402,12/3/2021 15:25,Mrs. Sarah Ferguson,"Shampoo', 'Potatoes', 'Vacuum Cleaner', 'Air Freshener'",4,77.01,Debit Card,Miami,Convenience Store,TRUE,Student,Summer,Discount on Selected Items
1000007403,7/14/2020 7:53,Christian Burke,"Mop', 'Broom', 'Extension Cords', 'Light Bulbs'",6,29.79,Debit Card,Atlanta,Department Store,FALSE,Teenager,Fall,BOGO (Buy One Get One)
1000007404,8/13/2021 17:11,Elizabeth Pena,"Pasta', 'Hand Sanitizer', 'Trash Cans'",3,91.91,Mobile Payment,New York,Supermarket,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000007405,3/30/2023 0:26,Debbie Frye,"Canned Soup', 'Baby Wipes', 'Trash Cans', 'Spinach'",4,97.48,Debit Card,Houston,Specialty Store,TRUE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000007406,8/1/2020 23:31,Danielle Richards,"Extension Cords', 'Bath Towels', 'Soda', 'Ironing Board', 'Extension Cords'",6,50.32,Debit Card,Dallas,Pharmacy,FALSE,Retiree,Spring,BOGO (Buy One Get One)
1000007407,10/8/2020 4:25,Brian Webster,"Cheese', 'Toothpaste'",9,82.7,Cash,Chicago,Department Store,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000007408,10/9/2021 1:17,Carrie Williams,Tissues',3,97.48,Mobile Payment,Los Angeles,Convenience Store,FALSE,Young Adult,Fall,BOGO (Buy One Get One)
1000007409,1/21/2022 17:47,William Crane,"Sponges', 'Cereal Bars'",6,94.08,Mobile Payment,Dallas,Department Store,FALSE,Middle-Aged,Winter,None
1000007410,11/9/2022 18:49,Amber Alvarado,"Tuna', 'Banana'",2,90.05,Credit Card,Dallas,Department Store,TRUE,Young Adult,Fall,None
1000007411,3/25/2023 12:28,Mariah Smith,"Trash Bags', 'Spinach'",8,77.37,Cash,New York,Department Store,TRUE,Student,Spring,BOGO (Buy One Get One)
1000007412,2/14/2021 6:50,Karen Rodriguez,"Trash Cans', 'Water', 'Spinach'",1,6.57,Debit Card,New York,Convenience Store,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000007413,12/17/2022 22:40,Rebecca Summers,Extension Cords',8,7.92,Cash,Atlanta,Specialty Store,TRUE,Teenager,Summer,None
1000007414,6/19/2020 6:09,Christine Anderson,"Mustard', 'Garden Hose', 'Diapers', 'Shampoo', 'Shampoo'",8,54.7,Debit Card,Boston,Warehouse Club,TRUE,Middle-Aged,Spring,Discount on Selected Items
1000007415,6/17/2023 13:38,Casey Sims,"Light Bulbs', 'Pancake Mix', 'Dustpan', 'Sponges'",7,83.23,Debit Card,San Francisco,Convenience Store,TRUE,Homemaker,Summer,Discount on Selected Items
1000007416,9/28/2021 10:15,Shelly Moss,"Broom', 'Butter', 'Soap', 'Diapers', 'Sponges'",7,85.45,Debit Card,Seattle,Convenience Store,FALSE,Professional,Spring,Discount on Selected Items
1000007417,7/10/2022 7:19,Dr. Brittany Phillips,"Laundry Detergent', 'Onions', 'Feminine Hygiene Products'",8,18.5,Credit Card,Atlanta,Pharmacy,TRUE,Student,Summer,Discount on Selected Items
1000007418,7/31/2021 12:06,Paul Morse,Tissues',6,53.49,Debit Card,Los Angeles,Convenience Store,TRUE,Young Adult,Winter,BOGO (Buy One Get One)
1000007419,4/26/2021 13:51,Melissa Guerra,"Ironing Board', 'Soda', 'Vacuum Cleaner'",9,27.12,Credit Card,Los Angeles,Supermarket,TRUE,Teenager,Fall,None
1000007420,5/21/2021 13:26,Stephen Wilson,Laundry Detergent',4,89.41,Debit Card,Dallas,Specialty Store,TRUE,Teenager,Spring,Discount on Selected Items
1000007421,4/13/2023 9:29,Brittany Mcintosh,"Onions', 'Bread', 'BBQ Sauce'",4,12.32,Cash,Chicago,Specialty Store,FALSE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000007422,10/2/2020 14:20,Christopher Hopkins,"Syrup', 'Iron', 'Jam'",1,43.18,Credit Card,Chicago,Pharmacy,FALSE,Professional,Spring,None
1000007423,9/28/2022 17:08,Randy Bradshaw,Deodorant',10,20.37,Debit Card,Miami,Warehouse Club,TRUE,Homemaker,Winter,None
1000007424,1/25/2020 3:00,Tommy Stanley,"Vacuum Cleaner', 'Razors', 'Hair Gel', 'Canned Soup'",6,23.81,Mobile Payment,Dallas,Convenience Store,TRUE,Young Adult,Summer,BOGO (Buy One Get One)
1000007425,11/17/2021 9:28,Christy Rowe,Vinegar',3,72.75,Credit Card,New York,Specialty Store,FALSE,Young Adult,Fall,Discount on Selected Items
1000007426,9/24/2023 0:04,Zachary Gonzalez,"Air Freshener', 'Mop'",9,33.67,Credit Card,Atlanta,Supermarket,FALSE,Teenager,Fall,Discount on Selected Items
1000007427,5/13/2022 19:56,Christina Moore,"Yogurt', 'Pasta', 'Vinegar', 'Mustard'",8,57.42,Cash,San Francisco,Convenience Store,FALSE,Student,Spring,None
1000007428,10/21/2020 4:02,Leslie Stephens,Shaving Cream',1,82.6,Cash,Dallas,Department Store,TRUE,Young Adult,Spring,None
1000007429,7/29/2021 0:40,Cole Rivera,"Cereal', 'Honey', 'Cleaning Spray', 'Toothbrush', 'Jam'",1,91.89,Credit Card,San Francisco,Warehouse Club,TRUE,Teenager,Winter,Discount on Selected Items
1000007430,7/12/2020 14:23,Laurie Nunez,"Trash Bags', 'Butter'",7,5.41,Cash,Seattle,Supermarket,TRUE,Homemaker,Fall,None
