HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Surname,Deck,Cabin number,Side of ship,Group number,Passengers within group,Total spend,Group size,Is alone,No spending,Luxury spending,Basic spending,Spending per person,Transported
Earth,True,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Cofferson,G,252,S,1630,1,0.0,3,False,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Cofferson,G,252,S,1630,2,0.0,3,False,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,37.0,False,0.0,27.0,11.0,732.0,5.0,Cofferson,F,309,S,1630,3,775.0,3,False,False,737.0,38.0,258.3333333333333,False
Earth,False,TRAPPIST-1e,61.0,False,1215.0,32.0,0.0,0.0,362.0,Kennetty,E,118,S,1631,1,1609.0,1,True,False,362.0,32.0,1609.0,False
Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Fatted,C,62,S,1632,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Thony,G,261,P,1633,1,0.0,2,False,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Thony,G,261,P,1633,2,0.0,2,False,True,0.0,0.0,0.0,True
Earth,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Conleydenan,G,253,S,1634,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,22.0,False,1300.0,0.0,0.0,0.0,1134.0,Tuckers,F,325,P,1635,1,2434.0,1,True,False,1134.0,0.0,2434.0,False
Earth,False,TRAPPIST-1e,41.0,False,139.0,666.0,6.0,71.0,25.0,Connelson,G,254,S,1636,1,907.0,1,True,False,96.0,672.0,907.0,False
Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Ricews,G,255,S,1637,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,19.0,False,414.0,0.0,66.0,307.0,0.0,Ballocks,E,119,S,1638,1,787.0,1,True,False,307.0,66.0,787.0,False
Earth,False,TRAPPIST-1e,21.0,False,305.0,0.0,1.0,618.0,2.0,Scotterkins,G,262,P,1640,1,926.0,1,True,False,620.0,1.0,926.0,True
Earth,False,55 Cancri e,14.0,False,0.0,2.0,0.0,0.0,794.0,Waltonnedy,F,327,P,1644,1,796.0,1,True,False,794.0,2.0,796.0,False
Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Thonyderson,Unknown,-1,,1645,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,34.0,False,0.0,0.0,885.0,0.0,0.0,Monroellynn,G,264,P,1646,1,885.0,1,True,False,0.0,885.0,885.0,True
Earth,False,TRAPPIST-1e,33.0,False,954.0,0.0,10.0,3.0,2.0,Fisheparks,F,328,P,1647,1,969.0,1,True,False,5.0,10.0,969.0,False
Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Hinglendez,G,265,P,1649,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Hodes,G,258,S,1650,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,True,PSO J318.5-22,43.0,False,0.0,0.0,0.0,0.0,0.0,Wonglasquez,G,266,P,1651,1,0.0,3,False,True,0.0,0.0,0.0,False
Earth,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Lynnerett,G,266,P,1651,2,0.0,3,False,True,0.0,0.0,0.0,True
Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Wonglasquez,G,266,P,1651,3,0.0,3,False,True,0.0,0.0,0.0,True
Europa,False,TRAPPIST-1e,47.0,False,4.0,1303.0,830.0,774.0,2.0,Oderient,A,19,S,1653,1,2913.0,1,True,False,776.0,2133.0,2913.0,False
Earth,False,TRAPPIST-1e,28.0,False,3202.0,0.0,0.0,0.0,5.0,Dicksons,Unknown,-1,,1655,1,3207.0,2,False,False,5.0,0.0,1603.5,False
Earth,False,TRAPPIST-1e,40.0,False,0.0,807.0,0.0,0.0,0.0,Dicksons,F,310,S,1655,2,807.0,2,False,False,0.0,807.0,403.5,True
Earth,False,TRAPPIST-1e,17.0,False,1.0,160.0,37.0,0.0,0.0,Mallerez,F,311,S,1656,1,198.0,1,True,False,0.0,197.0,198.0,False
Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,218.0,109.0,5321.0,Alest,G,267,P,1657,1,5648.0,1,True,False,5430.0,218.0,5648.0,False
Mars,False,TRAPPIST-1e,27.0,False,1150.0,0.0,6.0,4.0,0.0,Part,F,312,S,1658,1,1160.0,1,True,False,4.0,6.0,1160.0,True
Earth,False,TRAPPIST-1e,41.0,False,0.0,82.0,3.0,0.0,718.0,Pugherman,F,313,S,1659,1,803.0,1,True,False,718.0,85.0,803.0,False
Earth,False,TRAPPIST-1e,20.0,False,0.0,1.0,0.0,905.0,0.0,Cardner,E,122,S,1660,1,906.0,1,True,False,905.0,1.0,906.0,False
Europa,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Fringh,A,20,S,1661,1,0.0,4,False,True,0.0,0.0,0.0,False
Europa,False,TRAPPIST-1e,57.0,False,0.0,62.0,0.0,2136.0,178.0,Earmeter,A,20,S,1661,2,2376.0,4,False,False,2314.0,62.0,594.0,False
Europa,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Fringh,A,20,S,1661,3,0.0,4,False,True,0.0,0.0,0.0,True
Europa,False,TRAPPIST-1e,37.0,False,0.0,2390.0,0.0,1306.0,0.0,Fringh,A,20,S,1661,4,3696.0,4,False,False,1306.0,2390.0,924.0,False
Earth,False,PSO J318.5-22,20.0,False,127.0,0.0,0.0,542.0,0.0,Sterson,F,314,S,1662,1,669.0,1,True,False,542.0,0.0,669.0,False
Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Villenson,G,268,P,1663,1,0.0,1,True,True,0.0,0.0,0.0,True
Europa,False,TRAPPIST-1e,38.0,False,158.0,787.0,2820.0,0.0,86.0,Retefule,D,59,S,1666,1,3851.0,1,True,False,86.0,3607.0,3851.0,True
Earth,False,TRAPPIST-1e,22.0,False,2.0,0.0,6.0,101.0,536.0,Watsongley,F,316,S,1668,1,645.0,1,True,False,637.0,6.0,645.0,False
Mars,False,TRAPPIST-1e,31.0,False,2436.0,0.0,147.0,16.0,0.0,Spane,F,317,S,1669,1,2599.0,3,False,False,16.0,147.0,866.3333333333334,False
Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Spane,F,317,S,1669,2,0.0,3,False,True,0.0,0.0,0.0,True
Mars,False,55 Cancri e,21.0,False,1481.0,0.0,881.0,0.0,0.0,Perte,F,317,S,1669,3,2362.0,3,False,False,0.0,881.0,787.3333333333334,False
Earth,False,TRAPPIST-1e,49.0,False,0.0,67.0,213.0,2.0,1442.0,Sancasey,G,269,P,1670,1,1724.0,2,False,False,1444.0,280.0,862.0,False
Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Sancasey,G,269,P,1670,2,0.0,2,False,True,0.0,0.0,0.0,False
Europa,False,55 Cancri e,27.0,False,0.0,859.0,0.0,6704.0,64.0,Mosteraked,B,73,S,1671,1,7627.0,1,True,False,6768.0,859.0,7627.0,False
Earth,False,TRAPPIST-1e,29.0,False,7.0,0.0,0.0,797.0,0.0,Solivers,F,318,S,1672,1,804.0,1,True,False,797.0,0.0,804.0,False
Earth,False,55 Cancri e,16.0,False,876.0,0.0,5.0,1.0,16.0,Perrerojass,F,330,P,1673,1,898.0,1,True,False,17.0,5.0,898.0,False
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Unknown,G,260,S,1674,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Staffersby,G,270,P,1676,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,19.0,False,5.0,87.0,0.0,0.0,0.0,Robins,E,103,P,1677,1,92.0,1,True,False,0.0,87.0,92.0,False
Earth,False,TRAPPIST-1e,34.0,False,1.0,89.0,0.0,793.0,0.0,Englence,G,261,S,1681,1,883.0,1,True,False,793.0,89.0,883.0,False
Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Watte,F,331,P,1682,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,55 Cancri e,51.0,False,0.0,260.0,91.0,0.0,264.0,Dillestron,Unknown,-1,,1685,1,615.0,3,False,False,264.0,351.0,205.0,False
Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Dillestron,G,272,P,1685,2,0.0,3,False,True,0.0,0.0,0.0,False
Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Dillestron,G,272,P,1685,3,0.0,3,False,True,0.0,0.0,0.0,True
Mars,False,TRAPPIST-1e,26.0,True,714.0,450.0,208.0,0.0,44.0,Batte,F,334,P,1687,1,1416.0,1,True,False,44.0,658.0,1416.0,False
Earth,False,TRAPPIST-1e,27.0,False,233.0,554.0,0.0,0.0,0.0,Webstenson,E,124,S,1688,1,787.0,3,False,False,0.0,554.0,262.3333333333333,False
Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Webstenson,Unknown,-1,,1688,2,0.0,3,False,True,0.0,0.0,0.0,False
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Webstenson,G,262,S,1688,3,0.0,3,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,28.0,False,0.0,26.0,88.0,5.0,754.0,Paulllegory,F,335,P,1690,1,873.0,1,True,False,759.0,114.0,873.0,False
Mars,False,TRAPPIST-1e,27.0,False,3482.0,1234.0,1155.0,0.0,0.0,Giba,F,321,S,1691,1,5871.0,1,True,False,0.0,2389.0,5871.0,False
Earth,True,PSO J318.5-22,31.0,False,0.0,0.0,0.0,0.0,0.0,Chavezalez,G,263,S,1694,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,26.0,False,324.0,0.0,201.0,2.0,256.0,Moraleney,G,264,S,1695,1,783.0,1,True,False,258.0,201.0,783.0,False
Europa,False,TRAPPIST-1e,43.0,False,0.0,760.0,17.0,15331.0,427.0,Iderinelay,B,55,P,1696,1,16535.0,1,True,False,15758.0,777.0,16535.0,False
Earth,False,TRAPPIST-1e,23.0,False,0.0,13.0,0.0,773.0,0.0,Blainson,G,274,P,1697,1,786.0,1,True,False,773.0,13.0,786.0,False
Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Make,E,125,S,1698,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,55 Cancri e,47.0,False,0.0,574.0,0.0,0.0,68.0,Barkeretton,F,336,P,1699,1,642.0,1,True,False,68.0,574.0,642.0,True
Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Waring,B,74,S,1700,1,0.0,2,False,True,0.0,0.0,0.0,True
Europa,False,TRAPPIST-1e,64.0,False,0.0,4.0,0.0,6200.0,622.0,Waring,B,74,S,1700,2,6826.0,2,False,False,6822.0,4.0,3413.0,False
Mars,False,TRAPPIST-1e,13.0,False,1112.0,0.0,687.0,0.0,3.0,Breke,D,60,S,1704,1,1802.0,2,False,False,3.0,687.0,901.0,False
Mars,False,55 Cancri e,18.0,False,86.0,1164.0,516.0,0.0,0.0,Fincy,D,60,S,1704,2,1766.0,2,False,False,0.0,1680.0,883.0,True
Mars,False,TRAPPIST-1e,29.0,True,0.0,0.0,0.0,0.0,0.0,Chake,E,126,S,1705,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,PSO J318.5-22,70.0,False,0.0,3.0,1.0,2.0,1290.0,Hopez,F,338,P,1708,1,1296.0,1,True,False,1292.0,4.0,1296.0,False
Mars,False,TRAPPIST-1e,23.0,False,31.0,0.0,1247.0,0.0,47.0,Minen,F,326,S,1709,1,1325.0,7,False,False,47.0,1247.0,189.28571428571428,False
Mars,False,TRAPPIST-1e,23.0,False,2210.0,0.0,89.0,0.0,0.0,Minen,D,61,S,1709,2,2299.0,7,False,False,0.0,89.0,328.42857142857144,True
Mars,False,TRAPPIST-1e,35.0,False,1313.0,0.0,24.0,0.0,1.0,Minen,Unknown,-1,,1709,3,1338.0,7,False,False,1.0,24.0,191.14285714285714,False
Mars,False,TRAPPIST-1e,17.0,False,1744.0,0.0,136.0,8.0,8.0,Minen,E,127,S,1709,4,1896.0,7,False,False,16.0,136.0,270.85714285714283,False
Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Minen,F,326,S,1709,5,0.0,7,False,True,0.0,0.0,0.0,True
Mars,False,TRAPPIST-1e,15.0,False,1554.0,0.0,646.0,20.0,1241.0,Minen,D,61,S,1709,6,3461.0,7,False,False,1261.0,646.0,494.42857142857144,False
Mars,False,TRAPPIST-1e,19.0,False,285.0,54.0,1246.0,102.0,0.0,Minen,F,326,S,1709,7,1687.0,7,False,False,102.0,1300.0,241.0,False
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Mcgowaymond,G,276,P,1710,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,51.0,False,437.0,244.0,908.0,825.0,0.0,Unknown,F,327,S,1711,1,2414.0,1,True,False,825.0,1152.0,2414.0,False
Mars,False,TRAPPIST-1e,17.0,False,139.0,0.0,959.0,21.0,0.0,Unknown,F,339,P,1712,1,1119.0,2,False,False,21.0,959.0,559.5,False
Mars,False,TRAPPIST-1e,27.0,False,103.0,1.0,49.0,2421.0,24.0,Pamca,F,339,P,1712,2,2598.0,2,False,False,2445.0,50.0,1299.0,False
Earth,False,TRAPPIST-1e,43.0,False,84.0,726.0,2.0,0.0,0.0,Dyers,G,277,P,1713,1,812.0,1,True,False,0.0,728.0,812.0,False
Earth,False,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Parsoney,G,265,S,1714,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Mirandry,G,266,S,1715,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,40.0,False,813.0,0.0,473.0,236.0,0.0,Franankson,E,105,P,1717,1,1522.0,2,False,False,236.0,473.0,761.0,True
Earth,False,TRAPPIST-1e,38.0,False,4.0,0.0,0.0,0.0,1679.0,Fielsenders,E,105,P,1717,2,1683.0,2,False,False,1679.0,0.0,841.5,False
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Reyervaney,Unknown,-1,,1718,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Savaraldez,G,278,P,1719,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,15.0,False,320.0,36.0,5.0,0.0,640.0,Alest,F,341,P,1721,1,1001.0,1,True,False,640.0,41.0,1001.0,False
Earth,False,TRAPPIST-1e,15.0,False,852.0,0.0,0.0,135.0,0.0,Holcompson,E,128,S,1723,1,987.0,1,True,False,135.0,0.0,987.0,False
Europa,False,55 Cancri e,59.0,False,8.0,1563.0,0.0,73.0,31.0,Diateous,A,21,S,1724,1,1675.0,1,True,False,104.0,1563.0,1675.0,True
Earth,False,TRAPPIST-1e,24.0,False,0.0,201.0,0.0,0.0,603.0,Wheelez,F,328,S,1725,1,804.0,1,True,False,603.0,201.0,804.0,False
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Barte,F,342,P,1727,1,0.0,2,False,True,0.0,0.0,0.0,True
Mars,False,55 Cancri e,52.0,False,1279.0,0.0,1061.0,359.0,0.0,Barte,D,54,P,1727,2,2699.0,2,False,False,359.0,1061.0,1349.5,False
Earth,False,TRAPPIST-1e,38.0,False,553.0,0.0,0.0,87.0,243.0,Bakerson,G,280,P,1728,1,883.0,1,True,False,330.0,0.0,883.0,False
Earth,False,TRAPPIST-1e,26.0,False,21.0,0.0,499.0,568.0,0.0,Merce,F,343,P,1729,1,1088.0,1,True,False,568.0,499.0,1088.0,True
Earth,False,55 Cancri e,17.0,False,68.0,0.0,0.0,0.0,795.0,Curton,E,106,P,1730,1,863.0,1,True,False,795.0,0.0,863.0,True
Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Santry,G,281,P,1731,1,0.0,2,False,True,0.0,0.0,0.0,True
Earth,False,55 Cancri e,20.0,False,1.0,808.0,0.0,0.0,0.0,Santry,G,281,P,1731,2,809.0,2,False,False,0.0,808.0,404.5,True
Earth,False,TRAPPIST-1e,15.0,False,1336.0,108.0,0.0,0.0,0.0,Chanan,F,344,P,1733,1,1444.0,1,True,False,0.0,108.0,1444.0,False
Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Patrichane,G,283,P,1734,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Blancoy,G,284,P,1736,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,19.0,467.0,0.0,Sawyerson,E,129,S,1738,1,486.0,2,False,False,467.0,19.0,243.0,False
Earth,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Sawyerson,G,268,S,1738,2,0.0,2,False,True,0.0,0.0,0.0,True
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Jarvey,G,269,S,1739,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,22.0,False,762.0,13.0,10.0,0.0,0.0,Torrez,G,270,S,1740,1,785.0,1,True,False,0.0,23.0,785.0,False
Mars,False,PSO J318.5-22,34.0,True,49.0,478.0,387.0,0.0,0.0,Trad,D,55,P,1742,1,914.0,1,True,False,0.0,865.0,914.0,False
Europa,False,TRAPPIST-1e,28.0,False,0.0,1310.0,0.0,221.0,6064.0,Unknown,E,130,S,1745,1,7595.0,1,True,False,6285.0,1310.0,7595.0,False
Mars,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Bache,F,331,S,1746,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,55 Cancri e,19.0,False,0.0,0.0,496.0,13.0,0.0,Santantines,G,271,S,1747,1,509.0,1,True,False,13.0,496.0,509.0,True
Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,2.0,807.0,Burchrison,G,287,P,1748,1,809.0,3,False,False,809.0,0.0,269.6666666666667,False
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Burchrison,G,287,P,1748,2,0.0,3,False,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Burchrison,G,287,P,1748,3,0.0,3,False,True,0.0,0.0,0.0,True
Earth,True,PSO J318.5-22,59.0,False,0.0,0.0,0.0,0.0,0.0,Coley,G,288,P,1749,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,55 Cancri e,15.0,False,1006.0,1.0,0.0,0.0,308.0,Chavezalez,F,333,S,1752,1,1315.0,1,True,False,308.0,1.0,1315.0,True
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Moodson,G,272,S,1753,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Mulley,G,273,S,1755,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,67.0,False,26.0,809.0,0.0,39.0,26.0,Bradamss,F,334,S,1757,1,900.0,1,True,False,65.0,809.0,900.0,False
Earth,False,TRAPPIST-1e,55.0,False,587.0,0.0,0.0,318.0,3.0,Fielsenders,G,274,S,1758,1,908.0,1,True,False,321.0,0.0,908.0,False
Earth,False,TRAPPIST-1e,50.0,False,742.0,21.0,10.0,26.0,4.0,Cardsay,F,336,S,1760,1,803.0,1,True,False,30.0,31.0,803.0,False
Earth,False,55 Cancri e,23.0,False,145.0,490.0,17.0,49.0,1.0,Sweekstarks,F,347,P,1761,1,702.0,1,True,False,50.0,507.0,702.0,False
Earth,False,PSO J318.5-22,21.0,False,2400.0,7.0,0.0,20.0,0.0,Casez,E,132,S,1762,1,2427.0,2,False,False,20.0,7.0,1213.5,True
Earth,False,TRAPPIST-1e,15.0,False,104.0,0.0,0.0,174.0,253.0,Casez,G,275,S,1762,2,531.0,2,False,False,427.0,0.0,265.5,False
Europa,False,TRAPPIST-1e,41.0,False,0.0,3240.0,0.0,59.0,0.0,Stering,E,133,S,1763,1,3299.0,1,True,False,59.0,3240.0,3299.0,True
Mars,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Laai,F,337,S,1764,1,0.0,2,False,True,0.0,0.0,0.0,True
Mars,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Laai,E,134,S,1764,2,0.0,2,False,True,0.0,0.0,0.0,False
Earth,False,55 Cancri e,21.0,False,112.0,0.0,0.0,0.0,1333.0,Adavisons,F,338,S,1766,1,1445.0,1,True,False,1333.0,0.0,1445.0,False
Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Gleroling,C,65,S,1767,1,0.0,4,False,True,0.0,0.0,0.0,True
Europa,False,TRAPPIST-1e,50.0,False,3677.0,782.0,0.0,6.0,1168.0,Stewder,C,65,S,1767,2,5633.0,4,False,False,1174.0,782.0,1408.25,True
Europa,False,TRAPPIST-1e,32.0,False,2973.0,3368.0,124.0,57.0,42.0,Gleroling,C,65,S,1767,3,6564.0,4,False,False,99.0,3492.0,1641.0,True
Europa,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Gleroling,C,65,S,1767,4,0.0,4,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,27.0,False,0.0,24.0,0.0,732.0,0.0,Beckeey,G,276,S,1768,1,756.0,1,True,False,732.0,24.0,756.0,False
Mars,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,Sinda,F,339,S,1769,1,0.0,1,True,True,0.0,0.0,0.0,True
Europa,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Wincer,B,75,S,1770,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,35.0,False,0.0,338.0,436.0,0.0,0.0,Cardner,G,291,P,1771,1,774.0,1,True,False,0.0,774.0,774.0,True
Mars,False,TRAPPIST-1e,30.0,False,1220.0,0.0,49.0,39.0,0.0,Butty,F,348,P,1772,1,1308.0,1,True,False,39.0,49.0,1308.0,False
Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Canie,E,135,S,1774,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,43.0,False,0.0,0.0,870.0,0.0,14.0,Mejiaddox,G,277,S,1775,1,884.0,1,True,False,14.0,870.0,884.0,True
Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,809.0,0.0,0.0,Wolffy,G,278,S,1776,1,809.0,1,True,False,0.0,809.0,809.0,False
Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,Adkinson,G,279,S,1778,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,55 Cancri e,37.0,False,164.0,603.0,0.0,0.0,11.0,Hermanapp,F,349,P,1779,1,778.0,1,True,False,11.0,603.0,778.0,True
Europa,False,55 Cancri e,28.0,False,0.0,11026.0,0.0,0.0,12.0,Brailidy,C,66,S,1781,1,11038.0,1,True,False,12.0,11026.0,11038.0,True
Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Moodson,Unknown,-1,,1782,1,0.0,2,False,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,40.0,False,596.0,0.0,135.0,73.0,0.0,Moodson,F,341,S,1782,2,804.0,2,False,False,73.0,135.0,402.0,False
Earth,False,55 Cancri e,42.0,False,28.0,0.0,0.0,0.0,591.0,Garnettiz,G,281,S,1783,1,619.0,2,False,False,591.0,0.0,309.5,False
Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Garnettiz,G,281,S,1783,2,0.0,2,False,True,0.0,0.0,0.0,False
Mars,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Kniva,E,107,P,1785,1,0.0,1,True,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,51.0,False,28.0,94.0,0.0,34.0,638.0,Jacostaney,F,342,S,1786,1,794.0,1,True,False,672.0,94.0,794.0,False
Mars,False,TRAPPIST-1e,73.0,False,27.0,2.0,71.0,1208.0,0.0,Brazo,F,352,P,1792,1,1308.0,1,True,False,1208.0,73.0,1308.0,False
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Hariourcal,C,67,S,1796,1,0.0,1,True,True,0.0,0.0,0.0,True
Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Blanspe,B,57,P,1797,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,39.0,False,1.0,275.0,33.0,376.0,105.0,Mcfarley,E,137,S,1798,1,790.0,1,True,False,481.0,308.0,790.0,False
Earth,False,TRAPPIST-1e,19.0,False,5.0,639.0,0.0,84.0,180.0,Leonaldez,G,295,P,1799,1,908.0,1,True,False,264.0,639.0,908.0,False
Earth,False,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,Goffey,G,283,S,1800,1,0.0,5,False,True,0.0,0.0,0.0,True
Earth,True,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Goffey,G,283,S,1800,2,0.0,5,False,True,0.0,0.0,0.0,False
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Goffey,G,283,S,1800,3,0.0,5,False,True,0.0,0.0,0.0,False
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Morsentley,G,283,S,1800,4,0.0,5,False,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Goffey,G,283,S,1800,5,0.0,5,False,True,0.0,0.0,0.0,True
Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,2.0,787.0,1.0,Brantuarez,E,109,P,1802,1,790.0,1,True,False,788.0,2.0,790.0,False
Earth,False,55 Cancri e,23.0,False,0.0,169.0,0.0,553.0,0.0,Puckley,F,354,P,1803,1,722.0,1,True,False,553.0,169.0,722.0,False
Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Curle,F,355,P,1804,1,0.0,1,True,True,0.0,0.0,0.0,True
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Bradlerson,G,284,S,1805,1,0.0,1,True,True,0.0,0.0,0.0,True
